sample_ID,experiment_type,exp_nr,wavelength,T_C,compound,d18O_mean,d18O_std,d17O_mean,d17O_std,reference,notes
UV_diss_Hg_5,ozone_decomposition_photo,30,"184.9, 253.6",25,O2,-7.5,0.1,-4.9,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_6,ozone_decomposition_photo,30,"184.9, 253.6",25,O2,-7.6,0.1,-4.8,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_7,ozone_decomposition_photo,30,"184.9, 253.6",25,O2,-2.7,0.1,-1.6,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_8,ozone_decomposition_photo,30,"184.9, 253.6",25,O2,-1.6,0.1,-1,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_1,ozone_decomposition_photo,30,"184.9, 253.6",25,O3,7.5,0.1,4.7,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_2,ozone_decomposition_photo,30,"184.9, 253.6",25,O3,9.2,0.1,5.5,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_3,ozone_decomposition_photo,30,"184.9, 253.6",25,O3,14.8,0.1,9.2,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_4,ozone_decomposition_photo,30,"184.9, 253.6",25,O3,19.9,0.1,12.8,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_5,ozone_decomposition_photo,30,"184.9, 253.6",25,O3,26.3,0.1,17.1,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_6,ozone_decomposition_photo,30,"184.9, 253.6",25,O3,29.1,0.1,18.6,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_7,ozone_decomposition_photo,30,"184.9, 253.6",25,O3,59.7,0.1,37.6,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_8,ozone_decomposition_photo,30,"184.9, 253.6",25,O3,79.5,0.1,50.1,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_1,ozone_decomposition_photo,31,400-700,25,O2,-9.6,0.1,-5.3,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_1,ozone_decomposition_photo,31,400-700,25,O3,22,0.1,12.2,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_2,ozone_decomposition_photo,32,630,25,O2,-23.7,0.1,-13.1,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_3,ozone_decomposition_photo,32,630,25,O2,-21.7,0.1,-12,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_4,ozone_decomposition_photo,32,630,25,O2,-14.5,0.1,-7.5,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_5,ozone_decomposition_photo,32,630,25,O2,-7,0.1,-3.9,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_2,ozone_decomposition_photo,32,630,25,O3,3.8,0.1,2.1,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_3,ozone_decomposition_photo,32,630,25,O3,5.8,0.1,3.2,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_4,ozone_decomposition_photo,32,630,25,O3,13.6,0.1,7,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_5,ozone_decomposition_photo,32,630,25,O3,29.9,0.1,16.7,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_6,ozone_decomposition_photo,33,520,25,O2,-21.7,0.1,-12.2,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_7,ozone_decomposition_photo,33,520,25,O2,-17,0.1,-9.1,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_8,ozone_decomposition_photo,33,520,25,O2,-19.3,0.1,-9.8,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_9,ozone_decomposition_photo,33,520,25,O2,-13.3,0.1,-7.3,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_10,ozone_decomposition_photo,33,520,25,O2,-7.6,0.1,-4.1,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_6,ozone_decomposition_photo,33,520,25,O3,5.4,0.1,3,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_7,ozone_decomposition_photo,33,520,25,O3,9.1,0.1,4.9,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_8,ozone_decomposition_photo,33,520,25,O3,11.7,0.1,6,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_9,ozone_decomposition_photo,33,520,25,O3,18.2,0.1,10,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Vis_diss_10,ozone_decomposition_photo,33,520,25,O3,25.5,0.1,13.6,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_0TorrN2,ozone_decomposition_photo,34,"184.9, 253.6",25,O3,23.6,0.1,14.9,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_20TorrN2,ozone_decomposition_photo,34,"184.9, 253.6",25,O3,9.5,0.1,5.9,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_26TorrN2,ozone_decomposition_photo,34,"184.9, 253.6",25,O3,7.7,0.1,5.5,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_30TorrN2,ozone_decomposition_photo,34,"184.9, 253.6",25,O3,7.1,0.1,5.4,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_36TorrN2,ozone_decomposition_photo,34,"184.9, 253.6",25,O3,9.6,0.1,8.1,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_40TorrN2,ozone_decomposition_photo,34,"184.9, 253.6",25,O3,13,0.1,12.9,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_40TorrN2,ozone_decomposition_photo,34,"184.9, 253.6",25,O3,9,0.1,9,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_60TorrN2,ozone_decomposition_photo,34,"184.9, 253.6",25,O3,10.3,0.1,10.2,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
UV_diss_Hg_80TorrN2,ozone_decomposition_photo,34,"184.9, 253.6",25,O3,4.2,0.1,4.2,0.2,Chakraborty and Bhattacharya (2003) J. Chem. Phys.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,6.118642888,,4.108416499,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,5.61570931,,3.807229154,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,4.711062324,,3.405786556,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,5.113027137,,3.405786556,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,4.409694213,,3.004504503,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,4.008010677,,2.703648283,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,3.104809969,,2.002001334,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,2.503127606,,1.601280683,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,0.900405122,,0.600180036,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,0.600180036,,0.400080011,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,0.400080011,,0.300045005,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_254nm,ozone_decomposition_photo,35,254,25,O3,0.300045005,,0.200020001,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_300nm,ozone_decomposition_photo,36,300,25,O3,11.26295481,,6.420523761,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_300nm,ozone_decomposition_photo,36,300,25,O3,6.219259783,,3.405786556,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_300nm,ozone_decomposition_photo,36,300,25,O3,4.811538454,,2.703648283,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_300nm,ozone_decomposition_photo,36,300,25,O3,3.405786556,,1.801620972,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_300nm,ozone_decomposition_photo,36,300,25,O3,3.104809969,,1.701445819,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_303nm,ozone_decomposition_photo,37,303,25,O3,15.214581,,8.435378992,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_303nm,ozone_decomposition_photo,37,303,25,O3,13.49018236,,7.427447662,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_303nm,ozone_decomposition_photo,37,303,25,O3,9.24245008,,5.012520859,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_303nm,ozone_decomposition_photo,37,303,25,O3,7.427447662,,3.907614896,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_303nm,ozone_decomposition_photo,37,303,25,O3,6.118642888,,3.305450994,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_303nm,ozone_decomposition_photo,37,303,25,O3,2.904209068,,1.501125563,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_303nm,ozone_decomposition_photo,37,303,25,O3,2.402882305,,1.300845366,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_303nm,ozone_decomposition_photo,37,303,25,O3,2.803923661,,1.400980457,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_532nm,ozone_decomposition_photo,38,532,25,O3,12.17350116,,7.024557267,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_532nm,ozone_decomposition_photo,38,532,25,O3,11.56637921,,6.722495211,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_532nm,ozone_decomposition_photo,38,532,25,O3,8.73795499,,4.811538454,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_532nm,ozone_decomposition_photo,38,532,25,O3,7.326709955,,4.610596241,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_532nm,ozone_decomposition_photo,38,532,25,O3,5.213543465,,2.703648283,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_532nm,ozone_decomposition_photo,38,532,25,O3,5.113027137,,2.703648283,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_532nm,ozone_decomposition_photo,38,532,25,O3,2.202421776,,1.100605222,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_532nm,ozone_decomposition_photo,38,532,25,O3,2.102206544,,1.000500167,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_590nm,ozone_decomposition_photo,39,590,25,O3,8.435378992,,5.71627591,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_590nm,ozone_decomposition_photo,39,590,25,O3,6.923859846,,4.510140205,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_590nm,ozone_decomposition_photo,39,590,25,O3,6.219259783,,4.008010677,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_590nm,ozone_decomposition_photo,39,590,25,O3,5.113027137,,3.205125466,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_590nm,ozone_decomposition_photo,39,590,25,O3,3.70685345,,2.202421776,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_590nm,ozone_decomposition_photo,39,590,25,O3,3.305450994,,1.901806144,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_590nm,ozone_decomposition_photo,39,590,25,O3,2.904209068,,1.701445819,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_590nm,ozone_decomposition_photo,39,590,25,O3,1.701445819,,0.900405122,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_600nm,ozone_decomposition_photo,40,600,25,O3,9.949167118,,6.823172495,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_600nm,ozone_decomposition_photo,40,600,25,O3,9.444318757,,6.420523761,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_600nm,ozone_decomposition_photo,40,600,25,O3,7.729721236,,5.113027137,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_600nm,ozone_decomposition_photo,40,600,25,O3,6.823172495,,4.510140205,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_600nm,ozone_decomposition_photo,40,600,25,O3,5.414606279,,3.405786556,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_600nm,ozone_decomposition_photo,40,600,25,O3,3.305450994,,2.002001334,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_600nm,ozone_decomposition_photo,40,600,25,O3,3.305450994,,2.002001334,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_606nm,ozone_decomposition_photo,41,606,25,O3,7.931287336,,5.213543465,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_606nm,ozone_decomposition_photo,41,606,25,O3,6.722495211,,4.208832361,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_606nm,ozone_decomposition_photo,41,606,25,O3,3.70685345,,2.302647029,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_606nm,ozone_decomposition_photo,41,606,25,O3,3.004504503,,1.701445819,,Huang et al. (2019) Earth Space Sci.,
Hea_diss_606nm,ozone_decomposition_photo,41,606,25,O3,2.803923661,,1.801620972,,Huang et al. (2019) Earth Space Sci.,
WT_thermal_110C_1,ozone_decomposition_thermal,42,,110,O2,21.9,,21.7,,Wen and Thiemens (1991) JGR,
WT_thermal_110C_2,ozone_decomposition_thermal,42,,110,O2,21.5,,20.7,,Wen and Thiemens (1991) JGR,
WT_thermal_110C_3,ozone_decomposition_thermal,42,,110,O2,14.4,,14.4,,Wen and Thiemens (1991) JGR,
WT_thermal_110C_4,ozone_decomposition_thermal,42,,110,O2,11.1,,11,,Wen and Thiemens (1991) JGR,
WT_thermal_110C_5,ozone_decomposition_thermal,42,,110,O2,8.8,,8.9,,Wen and Thiemens (1991) JGR,
WT_thermal_110C_1,ozone_decomposition_thermal,42,,110,O3,-5.4,,-5.3,,Wen and Thiemens (1991) JGR,
WT_thermal_110C_2,ozone_decomposition_thermal,42,,110,O3,-9,,-9,,Wen and Thiemens (1991) JGR,
WT_thermal_110C_3,ozone_decomposition_thermal,42,,110,O3,-18.1,,-18,,Wen and Thiemens (1991) JGR,
WT_thermal_110C_4,ozone_decomposition_thermal,42,,110,O3,-29.5,,-29.3,,Wen and Thiemens (1991) JGR,
WT_thermal_110C_5,ozone_decomposition_thermal,42,,110,O3,-34,,-34.3,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_1,ozone_decomposition_thermal,43,,90,O2,3.3,,7.7,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_2,ozone_decomposition_thermal,43,,90,O2,8.7,,11.7,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_3,ozone_decomposition_thermal,43,,90,O2,10.1,,12.5,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_4,ozone_decomposition_thermal,43,,90,O2,11,,13,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_5,ozone_decomposition_thermal,43,,90,O2,14.5,,15.4,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_6,ozone_decomposition_thermal,43,,90,O2,13.7,,14.2,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_7,ozone_decomposition_thermal,43,,90,O2,5.6,,7.3,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_8,ozone_decomposition_thermal,43,,90,O2,5.6,,6.7,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_9,ozone_decomposition_thermal,43,,90,O2,5.3,,5.9,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_1,ozone_decomposition_thermal,43,,90,O3,-0.4,,-0.9,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_2,ozone_decomposition_thermal,43,,90,O3,-1.3,,-1.8,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_3,ozone_decomposition_thermal,43,,90,O3,-2.7,,-3.3,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_4,ozone_decomposition_thermal,43,,90,O3,-6.1,,-7.2,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_5,ozone_decomposition_thermal,43,,90,O3,-11.1,,-11.8,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_6,ozone_decomposition_thermal,43,,90,O3,-16.1,,-16.8,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_7,ozone_decomposition_thermal,43,,90,O3,-15,,-18.5,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_8,ozone_decomposition_thermal,43,,90,O3,-19.2,,-22.9,,Wen and Thiemens (1991) JGR,
WT_thermal_90C_9,ozone_decomposition_thermal,43,,90,O3,-30,,-33.2,,Wen and Thiemens (1991) JGR,
Therm-1a,ozone_decomposition_thermal,44,,25,O2,3.53,,16.81,,Bhattacharya and Thiemens (1988) GRL,
Therm-1b,ozone_decomposition_thermal,44,,25,O2,3.16,,15.26,,Bhattacharya and Thiemens (1988) GRL,
Therm-1d,ozone_decomposition_thermal,44,,25,O2,6.19,,18.87,,Bhattacharya and Thiemens (1988) GRL,
Therm-1a,ozone_decomposition_thermal,44,,25,O3,29.9,,31.54,,Bhattacharya and Thiemens (1988) GRL,
Therm-1b,ozone_decomposition_thermal,44,,25,O3,25.75,,28.73,,Bhattacharya and Thiemens (1988) GRL,
Therm-1d,ozone_decomposition_thermal,44,,25,O3,30.37,,32.71,,Bhattacharya and Thiemens (1988) GRL,
TBD-1b,ozone_decomposition_thermal,45,,55,O2,-16.41,,-3.24,,Bhattacharya and Thiemens (1988) GRL,
TBD-1d,ozone_decomposition_thermal,45,,55,O2,0.21,,7.91,,Bhattacharya and Thiemens (1988) GRL,
TBD-1b,ozone_decomposition_thermal,45,,55,O3,2.64,,8.34,,Bhattacharya and Thiemens (1988) GRL,
TBD-1d,ozone_decomposition_thermal,45,,55,O3,19.16,,17.84,,Bhattacharya and Thiemens (1988) GRL,
WT_diss_20C,ozone_decomposition_thermal,46,,20,O2,-15.6,,-8.4,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_30C,ozone_decomposition_thermal,46,,30,O2,-14.8,,-7.5,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_40C,ozone_decomposition_thermal,46,,40,O2,-13.7,,-6.7,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_50C,ozone_decomposition_thermal,46,,50,O2,-11.2,,-4.5,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_60C,ozone_decomposition_thermal,46,,60,O2,-5.9,,-0.4,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_70C,ozone_decomposition_thermal,46,,70,O2,-4.4,,1.2,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_80C,ozone_decomposition_thermal,46,,80,O2,5.1,,8.3,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_90C,ozone_decomposition_thermal,46,,90,O2,10.1,,12.6,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_100C,ozone_decomposition_thermal,46,,100,O2,17.9,,18.5,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_110C,ozone_decomposition_thermal,46,,110,O2,21.9,,21.7,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_120C,ozone_decomposition_thermal,46,,120,O2,24.3,,23.2,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_20C,ozone_decomposition_thermal,47,,20,O3,3.7,,2,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_30C,ozone_decomposition_thermal,47,,30,O3,4,,2,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_40C,ozone_decomposition_thermal,47,,40,O3,4.3,,2.1,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_50C,ozone_decomposition_thermal,47,,50,O3,2.4,,1,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_60C,ozone_decomposition_thermal,47,,60,O3,1.4,,0.1,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_70C,ozone_decomposition_thermal,47,,70,O3,1.1,,-0.3,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_80C,ozone_decomposition_thermal,47,,80,O3,-1.3,,-2.1,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_90C,ozone_decomposition_thermal,47,,90,O3,-2.6,,-3.3,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_100C,ozone_decomposition_thermal,47,,100,O3,-3.4,,-3.5,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_110C,ozone_decomposition_thermal,47,,110,O3,-5.4,,-5.3,,Wen and Thiemens (1990) Chem. Phys. Lett,
WT_diss_120C,ozone_decomposition_thermal,47,,120,O3,-5.5,,-5.2,,Wen and Thiemens (1990) Chem. Phys. Lett,
TH_6.51_O2,ozone_generation_electrical,57,,25,O2,-1.79,0.1,-1.47,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_12.06_O2,ozone_generation_electrical,57,,25,O2,-4.26,0.1,-4.11,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_26.01_O2,ozone_generation_electrical,57,,25,O2,-12.37,0.1,-11.8,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_36.13_O2,ozone_generation_electrical,57,,25,O2,-5.31,0.1,-6.5,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_50.40_O2,ozone_generation_electrical,57,,25,O2,-13.25,0.1,-14.78,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_66.31_O2,ozone_generation_electrical,57,,25,O2,-37.56,0.1,-36.41,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_70.38_O2,ozone_generation_electrical,57,,25,O2,-51.55,0.1,-50.73,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_89.44_O2,ozone_generation_electrical,57,,25,O2,-70.73,0.1,-71.9,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_6.51_O3,ozone_generation_electrical,57,,25,O3,27.38,0.1,24.91,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_12.06_O3,ozone_generation_electrical,57,,25,O3,35.25,0.1,34.82,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_26.01_O3,ozone_generation_electrical,57,,25,O3,39.96,0.1,39.03,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_36.13_O3,ozone_generation_electrical,57,,25,O3,9.58,0.1,12.68,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_50.40_O3,ozone_generation_electrical,57,,25,O3,14.34,0.1,15.74,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_66.31_O3,ozone_generation_electrical,57,,25,O3,21.44,0.1,20.39,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_70.38_O3,ozone_generation_electrical,57,,25,O3,23.16,0.1,23.03,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
TH_89.44_O3,ozone_generation_electrical,57,,25,O3,8.37,0.1,10.16,0.29,Thiemens and Heidenreich (1983) Science; Heidenreich and Thiemens (1983) J. Chem. Phys.,
HT_1.1Torr,ozone_generation_electrical,58,,25,O3,-24.5,,-17.8,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_1.7Torr,ozone_generation_electrical,58,,25,O3,-10.5,,-9.1,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_2Torr,ozone_generation_electrical,58,,25,O3,-5.7,,-5.5,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_2.2Torr,ozone_generation_electrical,58,,25,O3,-3.3,,-3.3,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_2.4Torr,ozone_generation_electrical,58,,25,O3,-1.5,,-1.6,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_3Torr,ozone_generation_electrical,58,,25,O3,4.3,,4.2,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_5.2Torr,ozone_generation_electrical,58,,25,O3,14.8,,14.7,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_7.4Torr,ozone_generation_electrical,58,,25,O3,17.8,,17.8,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_10.2Torr,ozone_generation_electrical,58,,25,O3,19.8,,19.9,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_15.1Torr,ozone_generation_electrical,58,,25,O3,26.2,,26.2,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_20Torr,ozone_generation_electrical,58,,25,O3,32.4,,32.4,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_25.8Torr,ozone_generation_electrical,58,,25,O3,35.8,,35.1,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_30.5Torr,ozone_generation_electrical,58,,25,O3,34.5,,34.3,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_37.3Torr,ozone_generation_electrical,58,,25,O3,35,,34.9,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_43.9Torr,ozone_generation_electrical,58,,25,O3,33.8,,33.8,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_53.2Torr,ozone_generation_electrical,58,,25,O3,31.7,,31.5,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_60.2Torr,ozone_generation_electrical,58,,25,O3,28.5,,29.4,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_64.7Torr,ozone_generation_electrical,58,,25,O3,27.2,,27.8,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_74.3Torr,ozone_generation_electrical,58,,25,O3,27.8,,28.8,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_86Torr,ozone_generation_electrical,58,,25,O3,23.3,,23.6,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_92.2Torr,ozone_generation_electrical,58,,25,O3,23.3,,24,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_106.5Torr,ozone_generation_electrical,58,,25,O3,25.4,,25.5,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_120.2Torr,ozone_generation_electrical,58,,25,O3,21,,21.3,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_136.6Torr,ozone_generation_electrical,58,,25,O3,21.2,,21.5,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
HT_151.8Torr,ozone_generation_electrical,58,,25,O3,15.7,,16.3,,Heidenreich and Thiemens (1986) J. Chem. Phys.,
