sample_ID,lat_N_dd,long_E_dd,species,d18O_mean,d18O_std,d17O_mean,d17O_std,reference,notes
970626,,,CO2_strat,39.51,,23.78,,Boering et al. (2004) GRL,
970626,,,CO2_strat,40.84,,23.15,,Boering et al. (2004) GRL,
970629,,,CO2_strat,40.38,,23.05,,Boering et al. (2004) GRL,
970629,,,CO2_strat,41.03,,23.06,,Boering et al. (2004) GRL,
970629,,,CO2_strat,43.75,,28.2,,Boering et al. (2004) GRL,
970630,,,CO2_strat,36.43,,19.24,,Boering et al. (2004) GRL,
970630,,,CO2_strat,40.67,,22.32,,Boering et al. (2004) GRL,
970630,,,CO2_strat,43.57,,28.61,,Boering et al. (2004) GRL,
970707,,,CO2_strat,41.16,,23.66,,Boering et al. (2004) GRL,
970707,,,CO2_strat,40.34,,23.37,,Boering et al. (2004) GRL,
970707,,,CO2_strat,41.83,,24.62,,Boering et al. (2004) GRL,
970710,,,CO2_strat,40.38,,21.83,,Boering et al. (2004) GRL,
970710,,,CO2_strat,40.05,,22.93,,Boering et al. (2004) GRL,
36505_16.2km,31.6,-127.74,CO2_strat,41.42503374,,21.93715733,,Wiegel et al. (2013) PNAS,
36505_11.2km,35,-118.28,CO2_trop,41.06059876,,21.42631647,,Wiegel et al. (2013) PNAS,
36531_19.6km,24,-120,CO2_strat,42.01881522,,22.95960563,,Wiegel et al. (2013) PNAS,
36531_19.4km,29.4,-120,CO2_strat,42.51910431,,24.08548031,,Wiegel et al. (2013) PNAS,
36534_20.1km,40.6,-99.6,CO2_strat,42.58165733,,24.70011597,,Wiegel et al. (2013) PNAS,
36552_19.4km,57.8,31.84,CO2_strat,42.82147869,,24.49519644,,Wiegel et al. (2013) PNAS,
36552_19.5km,51.7,36.57,CO2_strat,42.87362107,,24.49519644,,Wiegel et al. (2013) PNAS,
36552_16.2km,54.4,34.5,CO2_strat,41.71667358,,22.24378447,,Wiegel et al. (2013) PNAS,
36552_20.2km,60,29.31,CO2_strat,44.57489123,,28.39568442,,Wiegel et al. (2013) PNAS,
36552_19.8km,66.2,22.61,CO2_strat,44.08405639,,27.67605934,,Wiegel et al. (2013) PNAS,
36552_12.3km,67,21.87,CO2_strat,41.67500574,,22.55050361,,Wiegel et al. (2013) PNAS,
36556_19.2km,72.6,17.94,CO2_strat,43.14480346,,25.93049419,,Wiegel et al. (2013) PNAS,
36556_19.5km,77.9,13.25,CO2_strat,44.11537938,,27.16234975,,Wiegel et al. (2013) PNAS,
36556_17.9km,77.8,13.36,CO2_strat,43.12394078,,25.21259414,,Wiegel et al. (2013) PNAS,
36556_18.3km,76,15.32,CO2_strat,43.21782616,,25.52020406,,Wiegel et al. (2013) PNAS,
36556_19.9km,73.4,17.35,CO2_strat,43.64563316,,26.75156697,,Wiegel et al. (2013) PNAS,
36558_19.6km,73.7,41.61,CO2_strat,43.73956549,,26.75156697,,Wiegel et al. (2013) PNAS,
36558_19.7km,77.7,12.6,CO2_strat,44.12582058,,27.88161511,,Wiegel et al. (2013) PNAS,
36558_19.3km,74,16.81,CO2_strat,43.44735932,,26.03309237,,Wiegel et al. (2013) PNAS,
36559_17.1km,71.7,26.06,CO2_strat,42.96748392,,25.00757212,,Wiegel et al. (2013) PNAS,
36559_17.6km,70.4,27.54,CO2_strat,43.09264753,,25.82790627,,Wiegel et al. (2013) PNAS,
36559_18.7km,73,24.93,CO2_strat,43.36388688,,25.93049419,,Wiegel et al. (2013) PNAS,
36559_14.5km,68.4,24.36,CO2_strat,41.70625646,,21.93715733,,Wiegel et al. (2013) PNAS,
36559_11.7km,68.3,23.4,CO2_strat,41.35213654,,21.63062217,,Wiegel et al. (2013) PNAS,
36582_19km,73.3,12,CO2_strat,43.95877382,,26.95693782,,Wiegel et al. (2013) PNAS,
36582_17.1km,82.7,12,CO2_strat,42.72762898,,23.67592804,,Wiegel et al. (2013) PNAS,
36590_16.8km,68.2,54.18,CO2_strat,42.72762898,,23.98307688,,Wiegel et al. (2013) PNAS,
36590_19.9km,79.2,19.33,CO2_strat,45.26453822,,29.52754208,,Wiegel et al. (2013) PNAS,
36596_17.2km,60.5,-0.89,CO2_strat,41.96671558,,22.1415652,,Wiegel et al. (2013) PNAS,
36596_19.5km,67.5,17.33,CO2_strat,44.39732859,,28.08721199,,Wiegel et al. (2013) PNAS,
36597_19.1km,70.1,52.18,CO2_strat,44.20935399,,27.77883208,,Wiegel et al. (2013) PNAS,
36597_19.3km,79.2,34.79,CO2_strat,44.57489123,,28.60138413,,Wiegel et al. (2013) PNAS,
36601_18.5km,61.9,-16.73,CO2_strat,42.75891128,,23.36887132,,Wiegel et al. (2013) PNAS,
36601_18.9km,59.5,-32.4,CO2_strat,41.99797505,,22.95960563,,Wiegel et al. (2013) PNAS,
36601_19.2km,55.8,-45.76,CO2_strat,42.86319239,,24.49519644,,Wiegel et al. (2013) PNAS,
FSNM,,,CO2_strat,45.16001699,,29.52754208,,Wiegel et al. (2013) PNAS,
FSNM,,,CO2_strat,45.46315735,,29.52754208,,Wiegel et al. (2013) PNAS,
FSNM,,,CO2_strat,44.81517109,,28.39568442,,Wiegel et al. (2013) PNAS,
FSNM,,,CO2_strat,45.17046864,,29.01290698,,Wiegel et al. (2013) PNAS,
FSNM,,,CO2_strat,45.44224829,,29.11581342,,Wiegel et al. (2013) PNAS,
FSNM,,,CO2_strat,45.00325474,,29.11581342,,Wiegel et al. (2013) PNAS,
FSNM,,,CO2_strat,44.81517109,,27.88161511,,Wiegel et al. (2013) PNAS,
FSNM,,,CO2_strat,44.2824512,,27.16234975,,Wiegel et al. (2013) PNAS,
FSNM,,,CO2_strat,44.11537938,,26.85424726,,Wiegel et al. (2013) PNAS,
20000312(25)1120,,,CO2_strat,44.55,,28.7478,,Yeung et al. (2009) PNAS,
20000131(30)1001,,,CO2_strat,43.62,,26.88792,,Yeung et al. (2009) PNAS,
20000203(10)1173,,,CO2_strat,43.06,,25.90896,,Yeung et al. (2009) PNAS,
20000127(5)1060,,,CO2_strat,42.79,,24.52964,,Yeung et al. (2009) PNAS,
20000106(30)1169,,,CO2_strat,42.5,,24.06,,Yeung et al. (2009) PNAS,
20000111(25)2021,,,CO2_trop,40.98,,21.32568,,Yeung et al. (2009) PNAS,
1-A010-R,,,CO2_strat,45.14,,29.75224,,Yeung et al. (2009) PNAS,
3-A01-R,,,CO2_strat,45.44,,29.73704,,Yeung et al. (2009) PNAS,
7-A01-R,,,CO2_strat,44.98,,29.32968,,Yeung et al. (2009) PNAS,
5-A013-R,,,CO2_strat,45.14,,29.20224,,Yeung et al. (2009) PNAS,
8-A017-E,,,CO2_strat,44.79,,28.11164,,Yeung et al. (2009) PNAS,
10-A022-E,,,CO2_strat,44.09,,27.01044,,Yeung et al. (2009) PNAS,
Sanriku_1,39,,CO2_strat,41.89,,22.6,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_2,39,,CO2_strat,42.29,,23.2,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_3,39,,CO2_strat,43.22,,24.9,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_4,39,,CO2_strat,43.67,,25.8,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_5,39,,CO2_strat,43.75,,25.6,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_6,39,,CO2_strat,43.5,,25.7,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_7,39,,CO2_strat,44.29,,27.8,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_8,39,,CO2_strat,44.75,,27.6,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_9,39,,CO2_strat,43.67,,24.8,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_10,39,,CO2_strat,41.92,,23.1,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_11,39,,CO2_strat,45.35,,28.1,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_12,39,,CO2_strat,45.21,,27.9,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_13,39,,CO2_strat,46.13,,30.3,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_14,39,,CO2_strat,46.31,,30.5,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_15,39,,CO2_strat,47.5,,31.3,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_16,39,,CO2_strat,46.73,,30.3,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_17,39,,CO2_trop,39.71,,20.5,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_18,39,,CO2_strat,41.8,,22.3,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_19,39,,CO2_strat,41.97,,21.4,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_20,39,,CO2_strat,42.92,,25,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_21,39,,CO2_strat,43.23,,25.4,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_22,39,,CO2_strat,44.13,,27.1,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_23,39,,CO2_strat,41.22,,21.7,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_24,39,,CO2_strat,41.04,,21.7,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_25,39,,CO2_strat,40.02,,20.5,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_26,39,,CO2_strat,42.58,,25.4,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_27,39,,CO2_strat,44.03,,27.7,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_28,39,,CO2_trop,42.24,,21.6,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_29,39,,CO2_trop,40.44,,20.8,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_30,39,,CO2_strat,42.15,,23.1,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_31,39,,CO2_strat,43.16,,25.1,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_32,39,,CO2_strat,43.9,,26.7,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_33,39,,CO2_strat,43.19,,26,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_34,39,,CO2_strat,44.79,,28.2,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_35,39,,CO2_strat,45.68,,30.5,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_36,39,,CO2_strat,47.08,,31.2,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_37,39,,CO2_trop,41.63,,21.4,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_38,39,,CO2_strat,42.11,,22.2,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_39,39,,CO2_strat,42.27,,22.3,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_40,39,,CO2_strat,42.9,,24.9,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_41,39,,CO2_strat,43.79,,25.1,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_42,39,,CO2_strat,43.55,,25,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_43,39,,CO2_strat,43.64,,27.3,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_44,39,,CO2_strat,45.11,,29.1,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_45,39,,CO2_strat,46.47,,30.8,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_46,39,,CO2_strat,46.64,,31.6,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Sanriku_47,39,,CO2_strat,46.9,,31.3,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Kiruna_1,68,,CO2_trop,43.67,,22.6,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Kiruna_2,68,,CO2_strat,42.07,,22.9,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Kiruna_3,68,,CO2_strat,42.21,,23.8,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Kiruna_4,68,,CO2_strat,43.23,,24,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Kiruna_5,68,,CO2_strat,43.63,,25.6,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Kiruna_6,68,,CO2_strat,43.79,,25.4,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Kiruna_7,68,,CO2_strat,43.82,,25.8,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Kiruna_8,68,,CO2_strat,45.62,,27.4,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Kiruna_9,68,,CO2_strat,45.58,,29.4,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Kiruna_10,68,,CO2_strat,48.34,,33.6,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Kiruna_11,68,,CO2_strat,52.49,,39.3,,Kawagucci et al. (2008) Atmos. Chem. Phys.,
Th95_CO2_1,,,CO2_strat,44.5,,28.9,,Thiemens et al. (1995) Science,
Th95_CO2_2,,,CO2_strat,48.4,,33,,Thiemens et al. (1995) Science,
Th95_CO2_3,,,CO2_strat,46.9,,31.9,,Thiemens et al. (1995) Science,
Th95_CO2_4,,,CO2_strat,45.7,,31.7,,Thiemens et al. (1995) Science,
Th95_CO2_5,,,CO2_strat,50.6,,36.7,,Thiemens et al. (1995) Science,
Th95_CO2_6,,,CO2_strat,54.9,,40.5,,Thiemens et al. (1995) Science,
Th95_CO2_7,,,CO2_strat,46.1,,30.1,,Thiemens et al. (1995) Science,
Th95_CO2_8,,,CO2_strat,45.1,,28.7,,Thiemens et al. (1995) Science,
Th95_CO2_9,,,CO2_strat,48.5,,34.6,,Thiemens et al. (1995) Science,
Th95_CO2_10,,,CO2_strat,47.9,,33,,Thiemens et al. (1995) Science,
Th95_CO2_11,,,CO2_strat,52.2,,38.2,,Thiemens et al. (1995) Science,
Th95_CO2_12,,,CO2_strat,50.2,,36.6,,Thiemens et al. (1995) Science,
Th95_O2_1,,,ox_strat,23.6,,12.2,,Thiemens et al. (1995) Science,
Th95_O2_2,,,ox_strat,23.4,,12,,Thiemens et al. (1995) Science,
Th95_O2_3,,,ox_strat,23.6,,12,,Thiemens et al. (1995) Science,
Th95_O2_4,,,ox_strat,23.4,,12,,Thiemens et al. (1995) Science,
Th95_O2_5,,,ox_strat,23.1,,11.8,,Thiemens et al. (1995) Science,
Th95_O2_6,,,ox_strat,23.1,,11.8,,Thiemens et al. (1995) Science,
Th95_O2_7,,,ox_strat,23.5,,11.8,,Thiemens et al. (1995) Science,
Th95_O2_8,,,ox_strat,23.5,,11.8,,Thiemens et al. (1995) Science,
Th95_O2_9,,,ox_strat,23.4,,11.8,,Thiemens et al. (1995) Science,
Th95_O2_10,,,ox_strat,23.4,,11.8,,Thiemens et al. (1995) Science,
Th95_O2_11,,,ox_strat,23.5,,11.8,,Thiemens et al. (1995) Science,
Th95_O2_12,,,ox_strat,23.4,,11.8,,Thiemens et al. (1995) Science,
Th91_1,,,CO2_strat,51.8,,36.4,,Thiemens et al. (1991) GRL,
Th91_2,,,CO2_strat,49.6,,30.9,,Thiemens et al. (1991) GRL,
Th91_3,,,CO2_strat,53,,32.9,,Thiemens et al. (1991) GRL,
Th91_4,,,CO2_strat,49.8,,31.1,,Thiemens et al. (1991) GRL,
Th91_5,,,CO2_strat,52.7,,31.2,,Thiemens et al. (1991) GRL,
Th91_6,,,CO2_strat,48.3,,33.2,,Thiemens et al. (1991) GRL,
Th91_7,,,CO2_strat,40.4,,20.9,,Thiemens et al. (1991) GRL,
Th95b_CO2_1,-52,170,CO2_strat,40.25,,21.22,,Thiemens et al. (1995) GRL,
Th95b_CO2_2,-59,170,CO2_strat,40.85,,21.39,,Thiemens et al. (1995) GRL,
Th95b_CO2_3,-62,170,CO2_strat,41.06,,21.6,,Thiemens et al. (1995) GRL,
Th95b_CO2_4,-69,170,CO2_strat,40.93,,21.47,,Thiemens et al. (1995) GRL,
Th95b_CO2_5,-72,170,CO2_strat,40.99,,21.58,,Thiemens et al. (1995) GRL,
Th95b_CO2_6,-85,170,CO2_strat,41.3,,21.8,,Thiemens et al. (1995) GRL,
Th95b_CO2_7,-81,170,CO2_strat,41.6,,21.97,,Thiemens et al. (1995) GRL,
Th95b_CO2_8,-75,170,CO2_strat,41.17,,21.9,,Thiemens et al. (1995) GRL,
Th95b_CO2_9,-58,170,CO2_strat,41.28,,21.96,,Thiemens et al. (1995) GRL,
Th95b_CO2_10,-41,170,CO2_strat,41.53,,21.59,,Thiemens et al. (1995) GRL,
Mea03_1,,,CO2_strat,42.87058824,,23.92367906,,Mauersberger et al. (2003) Solar System History,
Mea03_2,,,CO2_strat,43.92941176,,25.43835616,,Mauersberger et al. (2003) Solar System History,
Mea03_3,,,CO2_strat,44,,25.54403131,,Mauersberger et al. (2003) Solar System History,
Mea03_4,,,CO2_strat,44.14117647,,25.8962818,,Mauersberger et al. (2003) Solar System History,
Mea03_5,,,CO2_strat,44.6,,26.42465753,,Mauersberger et al. (2003) Solar System History,
Mea03_6,,,CO2_strat,45.51764706,,28.32681018,,Mauersberger et al. (2003) Solar System History,
Mea03_7,,,CO2_strat,45.55294118,,28.78473581,,Mauersberger et al. (2003) Solar System History,
Mea03_8,,,CO2_strat,45.83529412,,29.1369863,,Mauersberger et al. (2003) Solar System History,
Mea03_9,,,CO2_strat,46.15294118,,29.98238748,,Mauersberger et al. (2003) Solar System History,
Mea03_10,,,CO2_strat,46.64705882,,30.26418787,,Mauersberger et al. (2003) Solar System History,
Mea03_11,,,CO2_strat,46.54117647,,30.44031311,,Mauersberger et al. (2003) Solar System History,
Mea03_12,,,CO2_strat,47.17647059,,30.96868885,,Mauersberger et al. (2003) Solar System History,
Mea03_13,,,CO2_strat,47.17647059,,31.25048924,,Mauersberger et al. (2003) Solar System History,
Mea03_14,,,CO2_strat,47.14117647,,31.46183953,,Mauersberger et al. (2003) Solar System History,
Mea03_15,,,CO2_strat,47.21176471,,31.25048924,,Mauersberger et al. (2003) Solar System History,
Mea03_16,,,CO2_strat,47.74117647,,32.23679061,,Mauersberger et al. (2003) Solar System History,
Mea03_17,,,CO2_strat,48.16470588,,32.83561644,,Mauersberger et al. (2003) Solar System History,
Mea03_18,,,CO2_strat,48.51764706,,33.08219178,,Mauersberger et al. (2003) Solar System History,
Mea03_19,,,CO2_strat,48.62352941,,33.36399217,,Mauersberger et al. (2003) Solar System History,
Mea03_20,,,CO2_strat,48.58823529,,33.85714286,,Mauersberger et al. (2003) Solar System History,
Mea03_21,,,CO2_strat,48.69411765,,34.0332681,,Mauersberger et al. (2003) Solar System History,
Mea03_22,,,CO2_strat,48.87058824,,34.52641879,,Mauersberger et al. (2003) Solar System History,
Mea03_23,,,CO2_strat,50.84705882,,37.2035225,,Mauersberger et al. (2003) Solar System History,
Lea02_CO2_1,67.9,21.1,CO2_strat,43.97,,25.48,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_2,67.9,21.1,CO2_strat,43.91,,25.39,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_3,67.9,21.1,CO2_strat,48.51,,33.04,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_4,67.9,21.1,CO2_strat,48.92,,34.44,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_5,67.9,21.1,CO2_strat,48.2,,32.81,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_6,67.9,21.1,CO2_strat,46.65,,30.23,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_7,67.9,21.1,CO2_strat,47.17,,30.9,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_8,67.9,21.1,CO2_strat,47.2,,31.24,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_9,67.9,21.1,CO2_strat,47.19,,31.2,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_10,43.7,-0.3,CO2_strat,45.88,,29.1,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_11,43.7,-0.3,CO2_strat,50.85,,37.18,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_12,43.7,-0.3,CO2_strat,44.12,,25.88,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_13,43.7,-0.3,CO2_strat,42.88,,23.89,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_14,43.7,-0.3,CO2_strat,47.13,,31.42,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_15,43.7,-0.3,CO2_strat,46.5,,30.42,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_16,43.7,-0.3,CO2_strat,44.6,,26.36,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_17,43.7,-0.3,CO2_strat,47.74,,32.2,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_18,43.7,-0.3,CO2_strat,46.13,,29.94,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_19,43.7,-0.3,CO2_strat,45.52,,28.29,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_20,43.7,-0.3,CO2_strat,48.58,,33.81,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_21,43.7,-0.3,CO2_strat,48.72,,33.98,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_22,43.7,-0.3,CO2_strat,48.59,,33.32,,LŠmmerzahl et al. (2002) GRL,
Lea02_CO2_23,43.7,-0.3,CO2_strat,45.56,,28.78,,LŠmmerzahl et al. (2002) GRL,
Lea02_O3_1,43.7,-0.3,oz_strat,131.1,5.1,108.75,7.5,LŠmmerzahl et al. (2002) GRL,
Lea02_O3_2,43.7,-0.3,oz_strat,133.3,3.5,107.75,5.6,LŠmmerzahl et al. (2002) GRL,
Lea02_O3_3,43.7,-0.3,oz_strat,119,3.4,98.85,5.3,LŠmmerzahl et al. (2002) GRL,
Lea02_O3_4,43.7,-0.3,oz_strat,93.7,3.4,84.95,5.5,LŠmmerzahl et al. (2002) GRL,
AT24-1-CsClO4,,,ClO4_trop,-4.6,,7.2,,Bao and Gu (2004) ES&T,
AT74-1-CsClO4,,,ClO4_trop,-4.5,,7.2,,Bao and Gu (2004) ES&T,
AT75-1-CsClO4,,,ClO4_trop,-24.8,,-8.7,,Bao and Gu (2004) ES&T,
CsClO4 (Hoffman),,,ClO4_trop,-9,,4.1,,Bao and Gu (2004) ES&T,
AT 10-150,,,ClO4_trop,-17.7,,-2.793497652,,Jackson et al. (2021) Chemosphere,
AT 11.50,,,ClO4_trop,-15.5,,-1.224860483,,Jackson et al. (2021) Chemosphere,
AT11-100,,,ClO4_trop,-6.9,,5.338887293,,Jackson et al. (2021) Chemosphere,
Zabriskie,,,ClO4_trop,26.1,,32.26921718,,Jackson et al. (2021) Chemosphere,
Confidence Hills (6H),,,ClO4_trop,7.9,,16.49066724,,Jackson et al. (2021) Chemosphere,
Saratoga Hills,,,ClO4_trop,6.4,,14.29147731,,Jackson et al. (2021) Chemosphere,
Confidence Hills 1,,,ClO4_trop,2.9,,10.13453737,,Jackson et al. (2010) ES&T,
Confidence Hills 2,,,ClO4_trop,7.2,,16.62186054,,Jackson et al. (2010) ES&T,
P1,,,ClO4_trop,-10.5,,2.528918593,,Jackson et al. (2010) ES&T,
P2,,,ClO4_trop,-6.7,,5.644471598,,Jackson et al. (2010) ES&T,
P3,,,ClO4_trop,-5.7,,5.77706776,,Jackson et al. (2010) ES&T,
P4,,,ClO4_trop,-7.8,,4.36251255,,Jackson et al. (2010) ES&T,
GJ01,,,ClO4_trop,-5.2,,6.640926028,,Jackson et al. (2010) ES&T,
UIC 24 (J-470),,,ClO4_trop,-5.6,,5.830172492,,Jackson et al. (2010) ES&T,
Bea_1,,,ClO4_trop,-25.67237164,,-9.303521215,,Bšhlke et al. (2005) Anal. Chem.,
Bea_2,,,ClO4_trop,-7.921760391,,3.748817887,,Bšhlke et al. (2005) Anal. Chem.,
Bea_3,,,ClO4_trop,-9.608801956,,3.872794906,,Bšhlke et al. (2005) Anal. Chem.,
Bea_4,,,ClO4_trop,-8.508557457,,4.500675539,,Bšhlke et al. (2005) Anal. Chem.,
Bea_5,,,ClO4_trop,-7.921760391,,5.110641094,,Bšhlke et al. (2005) Anal. Chem.,
Bea_6,,,ClO4_trop,-6.674816626,,5.688518335,,Bšhlke et al. (2005) Anal. Chem.,
Bea_7,,,ClO4_trop,-6.748166259,,5.053362227,,Bšhlke et al. (2005) Anal. Chem.,
Bea_8,,,ClO4_trop,-5.427872861,,6.351114317,,Bšhlke et al. (2005) Anal. Chem.,
Bea_9,,,ClO4_trop,-6.528117359,,7.044141824,,Bšhlke et al. (2005) Anal. Chem.,
Bea_10,,,ClO4_trop,-4.400977995,,7.365483556,,Bšhlke et al. (2005) Anal. Chem.,
Bea_11,,,ClO4_trop,-2.347188264,,9.309579389,,Bšhlke et al. (2005) Anal. Chem.,
Bea_12,,,ClO4_trop,-3.300733496,,7.86446343,,Bšhlke et al. (2005) Anal. Chem.,
Bea_13,,,ClO4_trop,-3.887530562,,6.358763593,,Bšhlke et al. (2005) Anal. Chem.,
Bea_14,,,ClO4_trop,-4.914425428,,5.686090864,,Bšhlke et al. (2005) Anal. Chem.,
Bea_15,,,ClO4_trop,-4.841075795,,5.000361804,,Bšhlke et al. (2005) Anal. Chem.,
Bea_16,,,ClO4_trop,-6.528117359,,3.850015518,,Bšhlke et al. (2005) Anal. Chem.,
HT_CO_1,,,CO_trop,5.053191489,,5.588421372,,Huff and Thiemens (1998) GRL,
HT_CO_2,,,CO_trop,6.861702128,,5.810633965,,Huff and Thiemens (1998) GRL,
HT_CO_3,,,CO_trop,7.180851064,,5.907353642,,Huff and Thiemens (1998) GRL,
HT_CO_4,,,CO_trop,9.20212766,,6.845777181,,Huff and Thiemens (1998) GRL,
HT_CO_5,,,CO_trop,9.574468085,,7.0400832,,Huff and Thiemens (1998) GRL,
HT_CO_6,,,CO_trop,9.042553191,,7.269922434,,Huff and Thiemens (1998) GRL,
HT_CO_7,,,CO_trop,7.872340426,,8.120986263,,Huff and Thiemens (1998) GRL,
HT_CO_8,,,CO_trop,10.42553191,,7.428348572,,Huff and Thiemens (1998) GRL,
HT_CO_9,,,CO_trop,11.4893617,,7.294535685,,Huff and Thiemens (1998) GRL,
HT_CO_10,,,CO_trop,12.0212766,,7.357975473,,Huff and Thiemens (1998) GRL,
HT_CO_11,,,CO_trop,11.75531915,,7.782467392,,Huff and Thiemens (1998) GRL,
HT_CO_12,,,CO_trop,12.44680851,,7.812800624,,Huff and Thiemens (1998) GRL,
HT_CO_13,,,CO_trop,10.95744681,,8.371625428,,Huff and Thiemens (1998) GRL,
HT_CO_14,,,CO_trop,12.18085106,,8.465398449,,Huff and Thiemens (1998) GRL,
HT_CO_15,,,CO_trop,11.91489362,,8.857303809,,Huff and Thiemens (1998) GRL,
HT_CO_16,,,CO_trop,11.96808511,,9.443688521,,Huff and Thiemens (1998) GRL,
HT_CO_17,,,CO_trop,12.65957447,,8.757117476,,Huff and Thiemens (1998) GRL,
HT_CO_18,,,CO_trop,13.19148936,,8.592451358,,Huff and Thiemens (1998) GRL,
HT_CO_19,,,CO_trop,14.25531915,,8.491225029,,Huff and Thiemens (1998) GRL,
HT_CO_20,,,CO_trop,14.57446809,,9.793647355,,Huff and Thiemens (1998) GRL,
HT_CO_21,,,CO_trop,15,,8.847250509,,Huff and Thiemens (1998) GRL,
HT_CO_22,,,CO_trop,15.4787234,,9.236729211,,Huff and Thiemens (1998) GRL,
