sample_ID,lat_N_dd,long_E_dd,species,d18O_mean,d18O_std,d17O_mean,d17O_std,reference,notes
25.03.15 14:00,25.015,121.542,CO2_trop,41.6,,21.61746785,,Liang et al. (2017) Sci. Rep.,
26.03.15 17:00,25.015,121.542,CO2_trop,41.64,,21.60399821,,Liang et al. (2017) Sci. Rep.,
23.04.15 14:00,25.015,121.542,CO2_trop,41.25,,21.43112524,,Liang et al. (2017) Sci. Rep.,
24.04.15 17:15,25.015,121.542,CO2_trop,41.25,,21.43929672,,Liang et al. (2017) Sci. Rep.,
08.05.15 17:15,25.015,121.542,CO2_trop,40.41,,20.99972616,,Liang et al. (2017) Sci. Rep.,
11.05.15 09:00,25.015,121.542,CO2_trop,40.6,,21.05202666,,Liang et al. (2017) Sci. Rep.,
12.05.15 13:20,25.015,121.542,CO2_trop,42.06,,21.77974412,,Liang et al. (2017) Sci. Rep.,
13.05.15 16:51,25.015,121.542,CO2_trop,41.63,,21.60200225,,Liang et al. (2017) Sci. Rep.,
28.05.15 08:43,25.015,121.542,CO2_trop,40.48,,20.98310025,,Liang et al. (2017) Sci. Rep.,
29.05.15 13:10,25.015,121.542,CO2_trop,42.09,,21.80411894,,Liang et al. (2017) Sci. Rep.,
30.05.15 17:45,25.015,121.542,CO2_trop,41.19,,21.38645459,,Liang et al. (2017) Sci. Rep.,
25.06.15 10:14,25.015,121.542,CO2_trop,40.46,,21.04342315,,Liang et al. (2017) Sci. Rep.,
26.06.15 13:13,25.015,121.542,CO2_trop,41.14,,21.39382909,,Liang et al. (2017) Sci. Rep.,
27.06.15 17:09,25.015,121.542,CO2_trop,41.33,,21.45323245,,Liang et al. (2017) Sci. Rep.,
23.07.15 09:00,25.015,121.542,CO2_trop,38.57,,20.02985835,,Liang et al. (2017) Sci. Rep.,
24.07.15 17:00,25.015,121.542,CO2_trop,38.78,,20.08833346,,Liang et al. (2017) Sci. Rep.,
06.08.15 13:00,25.015,121.542,CO2_trop,41.06,,21.34005375,,Liang et al. (2017) Sci. Rep.,
20.08.15 09:15,25.015,121.542,CO2_trop,41.92,,21.77736452,,Liang et al. (2017) Sci. Rep.,
21.08.15 13:00,25.015,121.542,CO2_trop,40.76,,21.14426526,,Liang et al. (2017) Sci. Rep.,
22.08.15 17:00,25.015,121.542,CO2_trop,40.82,,21.14809112,,Liang et al. (2017) Sci. Rep.,
15.09.15 09:00,25.015,121.542,CO2_trop,40.29,,20.90833196,,Liang et al. (2017) Sci. Rep.,
16.09.15 13:00,25.015,121.542,CO2_trop,40.62,,21.10197495,,Liang et al. (2017) Sci. Rep.,
17.09.15 17:00,25.015,121.542,CO2_trop,40.42,,20.99560088,,Liang et al. (2017) Sci. Rep.,
13.10.15 09:10,25.015,121.542,CO2_trop,40.67,,21.10993173,,Liang et al. (2017) Sci. Rep.,
14.10.15 13:15,25.015,121.542,CO2_trop,40.67,,21.14975579,,Liang et al. (2017) Sci. Rep.,
15.10.15 17:00,25.015,121.542,CO2_trop,40.62,,21.09482726,,Liang et al. (2017) Sci. Rep.,
27.10.15 09:00,25.015,121.542,CO2_trop,39.68,,20.6279696,,Liang et al. (2017) Sci. Rep.,
28.10.15 13:20,25.015,121.542,CO2_trop,40.47,,21.00560371,,Liang et al. (2017) Sci. Rep.,
29.10.15 17:00,25.015,121.542,CO2_trop,40.66,,21.15898869,,Liang et al. (2017) Sci. Rep.,
13.11.15 09:05,25.015,121.542,CO2_trop,39.76,,20.66543039,,Liang et al. (2017) Sci. Rep.,
14.11.15 13:20,25.015,121.542,CO2_trop,40.03,,20.81034972,,Liang et al. (2017) Sci. Rep.,
15.11.15 17:05,25.015,121.542,CO2_trop,40.35,,21.00099388,,Liang et al. (2017) Sci. Rep.,
27.11.15 09:15,25.015,121.542,CO2_trop,40.76,,21.24229981,,Liang et al. (2017) Sci. Rep.,
28.11.15 13:15,25.015,121.542,CO2_trop,40.96,,21.27717459,,Liang et al. (2017) Sci. Rep.,
29.11.15 17:30,25.015,121.542,CO2_trop,40.9,,21.27335233,,Liang et al. (2017) Sci. Rep.,
08.12.15 09:20,25.015,121.542,CO2_trop,41.07,,21.32673195,,Liang et al. (2017) Sci. Rep.,
09.12.15 13:13,25.015,121.542,CO2_trop,41.82,,21.72471744,,Liang et al. (2017) Sci. Rep.,
10.12.15 17:00,25.015,121.542,CO2_trop,40.98,,21.27198021,,Liang et al. (2017) Sci. Rep.,
22.12.15 09:20,25.015,121.542,CO2_trop,39.58,,20.54363549,,Liang et al. (2017) Sci. Rep.,
23.12.15 13:20,25.015,121.542,CO2_trop,41.71,,21.65679088,,Liang et al. (2017) Sci. Rep.,
24.12.15 17:00,25.015,121.542,CO2_trop,37.47,,19.44370313,,Liang et al. (2017) Sci. Rep.,
18.06.13 18:35,18,118,CO2_trop,41.81,,21.67981066,,Liang et al. (2017) Sci. Rep.,
21.06.13 14:35,11,113,CO2_trop,41.91,,21.78354382,,Liang et al. (2017) Sci. Rep.,
22.06.13 13:45,10,114,CO2_trop,41.29,,21.3992795,,Liang et al. (2017) Sci. Rep.,
26.06.13 18:44,15,116,CO2_trop,41.9,,21.79687566,,Liang et al. (2017) Sci. Rep.,
27.06.13 08:35,19,118,CO2_trop,42.12,,21.89593682,,Liang et al. (2017) Sci. Rep.,
28.06.13 08:37,21,118,CO2_trop,41.65,,21.614167,,Liang et al. (2017) Sci. Rep.,
15.10.13 08:15,20,118,CO2_trop,40.84,,21.208254,,Liang et al. (2017) Sci. Rep.,
16.10.13 13:15,20,118,CO2_trop,40.79,,21.15128415,,Liang et al. (2017) Sci. Rep.,
17.10.13 18:00,18,116,CO2_trop,40.53,,21.03189997,,Liang et al. (2017) Sci. Rep.,
16.10.13 07:00,18,116,CO2_trop,40.52,,21.00743732,,Liang et al. (2017) Sci. Rep.,
17.10.13 12:05,18,116,CO2_trop,40.85,,21.21025303,,Liang et al. (2017) Sci. Rep.,
18.10.13 14:00,18,116,CO2_trop,40.95,,21.33339031,,Liang et al. (2017) Sci. Rep.,
19.10.13 17:20,18,116,CO2_trop,41.01,,21.30861429,,Liang et al. (2017) Sci. Rep.,
17.10.13 08:40,18,116,CO2_trop,40.4,,20.97015884,,Liang et al. (2017) Sci. Rep.,
11.04.15 14:44,33.714,-118.242,CO2_trop,40.92,,21.24977589,,Liang et al. (2017) Sci. Rep.,
25.04.15 14:24,33.714,-118.242,CO2_trop,41.46,,21.49042792,,Liang et al. (2017) Sci. Rep.,
02.05.15 13:42,33.714,-118.242,CO2_trop,41.46,,21.52311613,,Liang et al. (2017) Sci. Rep.,
09.05.15 13:55,33.714,-118.242,CO2_trop,41.65,,21.5753464,,Liang et al. (2017) Sci. Rep.,
16.05.15 14:33,33.714,-118.242,CO2_trop,41.39,,21.53263346,,Liang et al. (2017) Sci. Rep.,
23.05.15 14:23,33.714,-118.242,CO2_trop,41.7,,21.65070855,,Liang et al. (2017) Sci. Rep.,
30.05.15 15:18,33.714,-118.242,CO2_trop,41.68,,21.62628426,,Liang et al. (2017) Sci. Rep.,
13.06.15 14:11,33.714,-118.242,CO2_trop,41.46,,21.50268587,,Liang et al. (2017) Sci. Rep.,
20.06.15 14:43,33.714,-118.242,CO2_trop,41.37,,21.49186498,,Liang et al. (2017) Sci. Rep.,
04.07.15 14:14,33.714,-118.242,CO2_trop,41.71,,21.61081736,,Liang et al. (2017) Sci. Rep.,
19.07.15 13:56,33.714,-118.242,CO2_trop,41.75,,21.70768414,,Liang et al. (2017) Sci. Rep.,
25.07.15 14:15,33.714,-118.242,CO2_trop,41.32,,21.4686001,,Liang et al. (2017) Sci. Rep.,
08.08.15 14:11,33.714,-118.242,CO2_trop,41.12,,21.29382696,,Liang et al. (2017) Sci. Rep.,
15.08.15 14:07,33.714,-118.242,CO2_trop,40.37,,20.91821411,,Liang et al. (2017) Sci. Rep.,
22.08.15 14:04,33.714,-118.242,CO2_trop,41.2,,21.4027518,,Liang et al. (2017) Sci. Rep.,
29.08.15 14:28,33.714,-118.242,CO2_trop,41.38,,21.47956117,,Liang et al. (2017) Sci. Rep.,
12.09.15 13:49,33.714,-118.242,CO2_trop,41.38,,21.45913178,,Liang et al. (2017) Sci. Rep.,
26.09.15 14:00,33.714,-118.242,CO2_trop,40.83,,21.17868273,,Liang et al. (2017) Sci. Rep.,
10.10.15 14:36,33.714,-118.242,CO2_trop,41.47,,21.50672548,,Liang et al. (2017) Sci. Rep.,
24.10.15 14:45,33.714,-118.242,CO2_trop,40.71,,21.07708621,,Liang et al. (2017) Sci. Rep.,
05.12.15 14:09,33.714,-118.242,CO2_trop,39.32,,20.36396596,,Liang et al. (2017) Sci. Rep.,
1990-Dec (1990.92),32.875,-117.241,CO2_trop,40.21,,20.87,,Thiemens et al. (2014) JGR Atmos.,
1990-Dec (1990.92),32.875,-117.241,CO2_trop,40.35,,21,,Thiemens et al. (2014) JGR Atmos.,
1990-Dec (1990.92),32.875,-117.241,CO2_trop,40.48,,21,,Thiemens et al. (2014) JGR Atmos.,
1991-Aug (1991.58),32.875,-117.241,CO2_trop,41.07,,21.38,,Thiemens et al. (2014) JGR Atmos.,
1991-Aug (1991.58),32.875,-117.241,CO2_trop,39.94,,20.78,,Thiemens et al. (2014) JGR Atmos.,
1991-Sep (1991.67),32.875,-117.241,CO2_trop,40.03,,20.78,,Thiemens et al. (2014) JGR Atmos.,
1991-Sep (1991.67),32.875,-117.241,CO2_trop,40.61,,21.1,,Thiemens et al. (2014) JGR Atmos.,
1991-Oct (1991.75),32.875,-117.241,CO2_trop,39.53,,20.57,,Thiemens et al. (2014) JGR Atmos.,
1991-Oct (1991.75),32.875,-117.241,CO2_trop,38.45,,20.47,,Thiemens et al. (2014) JGR Atmos.,
1991-Nov (1991.83),32.875,-117.241,CO2_trop,40.49,,21.04,,Thiemens et al. (2014) JGR Atmos.,
1991-Nov (1991.83),32.875,-117.241,CO2_trop,39.64,,20.54,,Thiemens et al. (2014) JGR Atmos.,
1991-Nov (1991.83),32.875,-117.241,CO2_trop,39.38,,20.44,,Thiemens et al. (2014) JGR Atmos.,
1991-Nov (1991.83),32.875,-117.241,CO2_trop,39.28,,20.35,,Thiemens et al. (2014) JGR Atmos.,
1991-Nov (1991.83),32.875,-117.241,CO2_trop,39.67,,20.54,,Thiemens et al. (2014) JGR Atmos.,
1991-Dec (1991.92),32.875,-117.241,CO2_trop,40.53,,21,,Thiemens et al. (2014) JGR Atmos.,
1991-Dec (1991.92),32.875,-117.241,CO2_trop,39.98,,20.77,,Thiemens et al. (2014) JGR Atmos.,
1992-Jan (1992.00),32.875,-117.241,CO2_trop,40.8,,21.29,,Thiemens et al. (2014) JGR Atmos.,
1992-Jan (1992.00),32.875,-117.241,CO2_trop,40.36,,20.88,,Thiemens et al. (2014) JGR Atmos.,
1992-Jan (1992.00),32.875,-117.241,CO2_trop,40.15,,20.81,,Thiemens et al. (2014) JGR Atmos.,
1992-Jan (1992.00),32.875,-117.241,CO2_trop,40.54,,21.04,,Thiemens et al. (2014) JGR Atmos.,
1992-Jan (1992.00),32.875,-117.241,CO2_trop,40.49,,21,,Thiemens et al. (2014) JGR Atmos.,
1992-Jan (1992.00),32.875,-117.241,CO2_trop,40.45,,21.01,,Thiemens et al. (2014) JGR Atmos.,
1992-Feb (1992.08),32.875,-117.241,CO2_trop,41.08,,21.29,,Thiemens et al. (2014) JGR Atmos.,
1992-Feb (1992.08),32.875,-117.241,CO2_trop,41.28,,21.55,,Thiemens et al. (2014) JGR Atmos.,
1992-Feb (1992.08),32.875,-117.241,CO2_trop,41.66,,21.62,,Thiemens et al. (2014) JGR Atmos.,
1992-Feb (1992.08),32.875,-117.241,CO2_trop,40.89,,21.27,,Thiemens et al. (2014) JGR Atmos.,
1992-Feb (1992.08),32.875,-117.241,CO2_trop,41.78,,21.75,,Thiemens et al. (2014) JGR Atmos.,
1992-Feb (1992.08),32.875,-117.241,CO2_trop,41.89,,21.81,,Thiemens et al. (2014) JGR Atmos.,
1992-Mar (1992.17),32.875,-117.241,CO2_trop,41.16,,21.5,,Thiemens et al. (2014) JGR Atmos.,
1992-Mar (1992.17),32.875,-117.241,CO2_trop,40.1,,20.82,,Thiemens et al. (2014) JGR Atmos.,
1992-Mar (1992.17),32.875,-117.241,CO2_trop,40.78,,21.28,,Thiemens et al. (2014) JGR Atmos.,
1992-Mar (1992.17),32.875,-117.241,CO2_trop,41.08,,21.39,,Thiemens et al. (2014) JGR Atmos.,
1992-Mar (1992.17),32.875,-117.241,CO2_trop,40.03,,20.84,,Thiemens et al. (2014) JGR Atmos.,
1992-Apr (1992.25),32.875,-117.241,CO2_trop,41.54,,21.59,,Thiemens et al. (2014) JGR Atmos.,
1992-Apr (1992.25),32.875,-117.241,CO2_trop,41.51,,21.6,,Thiemens et al. (2014) JGR Atmos.,
1992-May (1992.33),32.875,-117.241,CO2_trop,41.63,,21.57,,Thiemens et al. (2014) JGR Atmos.,
1992-Sep (1992.75),32.875,-117.241,CO2_trop,40.37,,20.97,,Thiemens et al. (2014) JGR Atmos.,
1992-Sep (1992.75),32.875,-117.241,CO2_trop,40.52,,21.04,,Thiemens et al. (2014) JGR Atmos.,
1993-Jan (1993.00),32.875,-117.241,CO2_trop,40.83,,21.18,,Thiemens et al. (2014) JGR Atmos.,
1993-Jan (1993.00),32.875,-117.241,CO2_trop,40.02,,20.75,,Thiemens et al. (2014) JGR Atmos.,
1993-Jan (1993.00),32.875,-117.241,CO2_trop,40.23,,20.88,,Thiemens et al. (2014) JGR Atmos.,
1993-Jan (1993.00),32.875,-117.241,CO2_trop,40.03,,20.72,,Thiemens et al. (2014) JGR Atmos.,
1993-Feb (1993.08),32.875,-117.241,CO2_trop,41.17,,21.33,,Thiemens et al. (2014) JGR Atmos.,
1993-Feb (1993.08),32.875,-117.241,CO2_trop,41.5,,21.58,,Thiemens et al. (2014) JGR Atmos.,
1993-Mar (1993.17),32.875,-117.241,CO2_trop,41.98,,21.77,,Thiemens et al. (2014) JGR Atmos.,
1993-Mar (1993.17),32.875,-117.241,CO2_trop,41.12,,21.34,,Thiemens et al. (2014) JGR Atmos.,
1993-Mar (1993.17),32.875,-117.241,CO2_trop,41.52,,21.53,,Thiemens et al. (2014) JGR Atmos.,
1993-Mar (1993.17),32.875,-117.241,CO2_trop,41.6,,21.57,,Thiemens et al. (2014) JGR Atmos.,
1993-Mar (1993.17),32.875,-117.241,CO2_trop,40.7,,21.15,,Thiemens et al. (2014) JGR Atmos.,
1993-Apr (1993.25),32.875,-117.241,CO2_trop,39.98,,20.78,,Thiemens et al. (2014) JGR Atmos.,
1993-Apr (1993.25),32.875,-117.241,CO2_trop,41.33,,21.45,,Thiemens et al. (2014) JGR Atmos.,
1993-May (1993.33),32.875,-117.241,CO2_trop,41.11,,21.4,,Thiemens et al. (2014) JGR Atmos.,
1993-May (1993.33),32.875,-117.241,CO2_trop,40.55,,21.07,,Thiemens et al. (2014) JGR Atmos.,
1993-June (1993.42),32.875,-117.241,CO2_trop,40.5,,21,,Thiemens et al. (2014) JGR Atmos.,
1993-June (1993.42),32.875,-117.241,CO2_trop,40.69,,21.11,,Thiemens et al. (2014) JGR Atmos.,
1993-June (1993.42),32.875,-117.241,CO2_trop,41.25,,21.37,,Thiemens et al. (2014) JGR Atmos.,
1993-Jul (1993.50),32.875,-117.241,CO2_trop,41.25,,21.41,,Thiemens et al. (2014) JGR Atmos.,
1993-Jul (1993.50),32.875,-117.241,CO2_trop,40.64,,21.41,,Thiemens et al. (2014) JGR Atmos.,
1993-Sep (1993.67),32.875,-117.241,CO2_trop,40.64,,21.02,,Thiemens et al. (2014) JGR Atmos.,
1993-Oct (1993.75),32.875,-117.241,CO2_trop,40.69,,21.09,,Thiemens et al. (2014) JGR Atmos.,
1993-Oct (1993.75),32.875,-117.241,CO2_trop,40.86,,21.19,,Thiemens et al. (2014) JGR Atmos.,
1993-Oct (1993.75),32.875,-117.241,CO2_trop,40.78,,21.16,,Thiemens et al. (2014) JGR Atmos.,
1993-Nov (1993.83),32.875,-117.241,CO2_trop,41.06,,21.29,,Thiemens et al. (2014) JGR Atmos.,
1993-Nov (1993.83),32.875,-117.241,CO2_trop,40.94,,21.23,,Thiemens et al. (2014) JGR Atmos.,
1993-Nov (1993.83),32.875,-117.241,CO2_trop,40.33,,20.96,,Thiemens et al. (2014) JGR Atmos.,
1993-Dec (1993.92),32.875,-117.241,CO2_trop,41.18,,21.38,,Thiemens et al. (2014) JGR Atmos.,
1993-Dec (1993.92),32.875,-117.241,CO2_trop,41.05,,21.35,,Thiemens et al. (2014) JGR Atmos.,
1994-Apr (1994.25),32.875,-117.241,CO2_trop,41.21,,21.4,,Thiemens et al. (2014) JGR Atmos.,
1994-Apr (1994.25),32.875,-117.241,CO2_trop,40.84,,21.19,,Thiemens et al. (2014) JGR Atmos.,
1994-Apr (1994.25),32.875,-117.241,CO2_trop,40.9,,21.23,,Thiemens et al. (2014) JGR Atmos.,
1994-Apr (1994.25),32.875,-117.241,CO2_trop,41.2,,21.31,,Thiemens et al. (2014) JGR Atmos.,
1994-Apr (1994.25),32.875,-117.241,CO2_trop,40.89,,21.19,,Thiemens et al. (2014) JGR Atmos.,
1993-May (1994.33),32.875,-117.241,CO2_trop,41.24,,21.35,,Thiemens et al. (2014) JGR Atmos.,
1993-May (1994.33),32.875,-117.241,CO2_trop,41.1,,21.32,,Thiemens et al. (2014) JGR Atmos.,
1993-May (1994.33),32.875,-117.241,CO2_trop,41.33,,21.46,,Thiemens et al. (2014) JGR Atmos.,
1994-June (1994.42),32.875,-117.241,CO2_trop,41.49,,21.59,,Thiemens et al. (2014) JGR Atmos.,
1994-June (1994.42),32.875,-117.241,CO2_trop,41.16,,21.37,,Thiemens et al. (2014) JGR Atmos.,
1994-June (1994.42),32.875,-117.241,CO2_trop,41.31,,21.46,,Thiemens et al. (2014) JGR Atmos.,
1994-July (1994.50),32.875,-117.241,CO2_trop,41.59,,21.58,,Thiemens et al. (2014) JGR Atmos.,
1994-July (1994.50),32.875,-117.241,CO2_trop,41.81,,21.74,,Thiemens et al. (2014) JGR Atmos.,
1994-July (1994.50),32.875,-117.241,CO2_trop,41.77,,21.67,,Thiemens et al. (2014) JGR Atmos.,
1994-July (1994.50),32.875,-117.241,CO2_trop,41.81,,21.71,,Thiemens et al. (2014) JGR Atmos.,
1994-July (1994.50),32.875,-117.241,CO2_trop,41.35,,21.54,,Thiemens et al. (2014) JGR Atmos.,
1994-July (1994.50),32.875,-117.241,CO2_trop,41.26,,21.43,,Thiemens et al. (2014) JGR Atmos.,
1994-Aug (1994.58),32.875,-117.241,CO2_trop,40.7,,21.13,,Thiemens et al. (2014) JGR Atmos.,
1994-Aug (1994.58),32.875,-117.241,CO2_trop,40.86,,21.18,,Thiemens et al. (2014) JGR Atmos.,
1994-Aug (1994.58),32.875,-117.241,CO2_trop,40.74,,21.14,,Thiemens et al. (2014) JGR Atmos.,
1994-Sep (1994.67),32.875,-117.241,CO2_trop,40.91,,21.22,,Thiemens et al. (2014) JGR Atmos.,
1994-Sep (1994.67),32.875,-117.241,CO2_trop,40.72,,21.04,,Thiemens et al. (2014) JGR Atmos.,
1994-Nov (1994.83),32.875,-117.241,CO2_trop,41.81,,21.74,,Thiemens et al. (2014) JGR Atmos.,
1995-Jan (1995.00),32.875,-117.241,CO2_trop,39.52,,20.45,,Thiemens et al. (2014) JGR Atmos.,
1995-Mar (1995.17),32.875,-117.241,CO2_trop,41.83,,21.58,,Thiemens et al. (2014) JGR Atmos.,
1995-Mar (1995.17),32.875,-117.241,CO2_trop,41.47,,21.33,,Thiemens et al. (2014) JGR Atmos.,
1995-April (1995.25),32.875,-117.241,CO2_trop,41.12,,21.32,,Thiemens et al. (2014) JGR Atmos.,
1995-April (1995.25),32.875,-117.241,CO2_trop,41.82,,21.67,,Thiemens et al. (2014) JGR Atmos.,
1995-May (1995.33),32.875,-117.241,CO2_trop,41.32,,21.45,,Thiemens et al. (2014) JGR Atmos.,
1995-June (1995.42),32.875,-117.241,CO2_trop,41.34,,21.45,,Thiemens et al. (2014) JGR Atmos.,
1995-June (1995.42),32.875,-117.241,CO2_trop,41.74,,21.64,,Thiemens et al. (2014) JGR Atmos.,
1995-July (1995.50),32.875,-117.241,CO2_trop,41.35,,21.46,,Thiemens et al. (2014) JGR Atmos.,
1995-July (1995.50),32.875,-117.241,CO2_trop,41.14,,21.34,,Thiemens et al. (2014) JGR Atmos.,
1995-Aug (1995.58),32.875,-117.241,CO2_trop,40.9,,21.21,,Thiemens et al. (2014) JGR Atmos.,
1995-Aug (1995.58),32.875,-117.241,CO2_trop,41.08,,21.32,,Thiemens et al. (2014) JGR Atmos.,
1995-Aug (1995.58),32.875,-117.241,CO2_trop,40.72,,21.12,,Thiemens et al. (2014) JGR Atmos.,
1995-Aug (1995.58),32.875,-117.241,CO2_trop,40.76,,21.14,,Thiemens et al. (2014) JGR Atmos.,
1995-Sep (1995.67),32.875,-117.241,CO2_trop,39.66,,20.58,,Thiemens et al. (2014) JGR Atmos.,
1996-Jan (1996.00),32.875,-117.241,CO2_trop,40.69,,21.13,,Thiemens et al. (2014) JGR Atmos.,
1996-Jan (1996.00),32.875,-117.241,CO2_trop,40.45,,20.96,,Thiemens et al. (2014) JGR Atmos.,
1996-Feb (1996.08),32.875,-117.241,CO2_trop,41.1,,21.31,,Thiemens et al. (2014) JGR Atmos.,
1996-Feb (1996.08),32.875,-117.241,CO2_trop,40.47,,20.99,,Thiemens et al. (2014) JGR Atmos.,
1996-Feb (1996.08),32.875,-117.241,CO2_trop,40.74,,21.12,,Thiemens et al. (2014) JGR Atmos.,
1996-Mar (1996.17),32.875,-117.241,CO2_trop,40.41,,20.99,,Thiemens et al. (2014) JGR Atmos.,
1996-Mar (1996.17),32.875,-117.241,CO2_trop,40.95,,21.26,,Thiemens et al. (2014) JGR Atmos.,
1996-Mar (1996.17),32.875,-117.241,CO2_trop,41.1,,21.32,,Thiemens et al. (2014) JGR Atmos.,
1996-Mar (1996.17),32.875,-117.241,CO2_trop,40.95,,21.25,,Thiemens et al. (2014) JGR Atmos.,
1996-Mar (1996.17),32.875,-117.241,CO2_trop,39.82,,20.66,,Thiemens et al. (2014) JGR Atmos.,
1996-Mar (1996.17),32.875,-117.241,CO2_trop,40.32,,20.92,,Thiemens et al. (2014) JGR Atmos.,
1996-Mar (1996.17),32.875,-117.241,CO2_trop,40.25,,20.88,,Thiemens et al. (2014) JGR Atmos.,
1996-Mar (1996.17),32.875,-117.241,CO2_trop,40.87,,21.18,,Thiemens et al. (2014) JGR Atmos.,
1996-April (1996.25),32.875,-117.241,CO2_trop,41.26,,21.38,,Thiemens et al. (2014) JGR Atmos.,
1996-April (1996.25),32.875,-117.241,CO2_trop,41,,21.23,,Thiemens et al. (2014) JGR Atmos.,
1996-April (1996.25),32.875,-117.241,CO2_trop,40.93,,21.23,,Thiemens et al. (2014) JGR Atmos.,
1996-April (1996.25),32.875,-117.241,CO2_trop,41.32,,21.45,,Thiemens et al. (2014) JGR Atmos.,
1996-May (1996.33),32.875,-117.241,CO2_trop,40.95,,21.24,,Thiemens et al. (2014) JGR Atmos.,
1996-May (1996.33),32.875,-117.241,CO2_trop,41.01,,21.26,,Thiemens et al. (2014) JGR Atmos.,
1996-May (1996.33),32.875,-117.241,CO2_trop,41.01,,21.29,,Thiemens et al. (2014) JGR Atmos.,
1996-June (1996.42),32.875,-117.241,CO2_trop,39.49,,20.52,,Thiemens et al. (2014) JGR Atmos.,
1996-July (1996.50),32.875,-117.241,CO2_trop,40.4,,20.98,,Thiemens et al. (2014) JGR Atmos.,
1996-July (1996.50),32.875,-117.241,CO2_trop,40.91,,21.21,,Thiemens et al. (2014) JGR Atmos.,
1996-July (1996.50),32.875,-117.241,CO2_trop,41.05,,21.31,,Thiemens et al. (2014) JGR Atmos.,
1996-July (1996.50),32.875,-117.241,CO2_trop,41.07,,21.29,,Thiemens et al. (2014) JGR Atmos.,
1996-Aug (1996.58),32.875,-117.241,CO2_trop,40.65,,21.04,,Thiemens et al. (2014) JGR Atmos.,
1996-Aug (1996.58),32.875,-117.241,CO2_trop,40.94,,21.26,,Thiemens et al. (2014) JGR Atmos.,
1996-Aug (1996.58),32.875,-117.241,CO2_trop,40.66,,21.09,,Thiemens et al. (2014) JGR Atmos.,
1996-Aug (1996.58),32.875,-117.241,CO2_trop,40.55,,21.01,,Thiemens et al. (2014) JGR Atmos.,
1996-Oct (1996.75),32.875,-117.241,CO2_trop,41.22,,21.33,,Thiemens et al. (2014) JGR Atmos.,
1996-Oct (1996.75),32.875,-117.241,CO2_trop,39.88,,20.69,,Thiemens et al. (2014) JGR Atmos.,
1996-Oct (1996.75),32.875,-117.241,CO2_trop,39.85,,20.66,,Thiemens et al. (2014) JGR Atmos.,
1996-Nov (1996.83),32.875,-117.241,CO2_trop,40.33,,20.91,,Thiemens et al. (2014) JGR Atmos.,
1996-Nov (1996.83),32.875,-117.241,CO2_trop,40.34,,20.92,,Thiemens et al. (2014) JGR Atmos.,
1996-Nov (1996.83),32.875,-117.241,CO2_trop,40.68,,21.1,,Thiemens et al. (2014) JGR Atmos.,
1996-Dec (1996.92),32.875,-117.241,CO2_trop,41.19,,21.34,,Thiemens et al. (2014) JGR Atmos.,
1997-Jan (1997.00),32.875,-117.241,CO2_trop,40.76,,21.17,,Thiemens et al. (2014) JGR Atmos.,
1997-Jan (1997.00),32.875,-117.241,CO2_trop,40.66,,21.18,,Thiemens et al. (2014) JGR Atmos.,
1997-Feb (1997.08),32.875,-117.241,CO2_trop,40.86,,21.18,,Thiemens et al. (2014) JGR Atmos.,
1997-Feb (1997.08),32.875,-117.241,CO2_trop,40.72,,21.1,,Thiemens et al. (2014) JGR Atmos.,
1997-Feb (1997.08),32.875,-117.241,CO2_trop,41.36,,21.36,,Thiemens et al. (2014) JGR Atmos.,
1997-Feb (1997.08),32.875,-117.241,CO2_trop,41.6,,21.49,,Thiemens et al. (2014) JGR Atmos.,
1997-Feb (1997.08),32.875,-117.241,CO2_trop,41.49,,21.47,,Thiemens et al. (2014) JGR Atmos.,
1997-Mar (1997.17),32.875,-117.241,CO2_trop,41.16,,21.25,,Thiemens et al. (2014) JGR Atmos.,
1997-Mar (1997.17),32.875,-117.241,CO2_trop,40.86,,21.11,,Thiemens et al. (2014) JGR Atmos.,
1997-Mar (1997.17),32.875,-117.241,CO2_trop,40.98,,21.2,,Thiemens et al. (2014) JGR Atmos.,
1997-Mar (1997.17),32.875,-117.241,CO2_trop,41.63,,21.55,,Thiemens et al. (2014) JGR Atmos.,
1997-Apr (1997.25),32.875,-117.241,CO2_trop,41.32,,21.35,,Thiemens et al. (2014) JGR Atmos.,
1997-Apr (1997.25),32.875,-117.241,CO2_trop,40.91,,21.14,,Thiemens et al. (2014) JGR Atmos.,
1997-Apr (1997.25),32.875,-117.241,CO2_trop,41.14,,21.25,,Thiemens et al. (2014) JGR Atmos.,
1997-May (1997.33),32.875,-117.241,CO2_trop,41.4,,21.48,,Thiemens et al. (2014) JGR Atmos.,
1997-May (1997.33),32.875,-117.241,CO2_trop,40.46,,20.9,,Thiemens et al. (2014) JGR Atmos.,
1997-May (1997.33),32.875,-117.241,CO2_trop,41.13,,21.28,,Thiemens et al. (2014) JGR Atmos.,
1997-June (1997.42),32.875,-117.241,CO2_trop,40.83,,21.07,,Thiemens et al. (2014) JGR Atmos.,
1997-June (1997.42),32.875,-117.241,CO2_trop,41.08,,21.24,,Thiemens et al. (2014) JGR Atmos.,
1997-Sep (1997.67),32.875,-117.241,CO2_trop,40.17,,20.79,,Thiemens et al. (2014) JGR Atmos.,
1997-Nov (1997.83),32.875,-117.241,CO2_trop,40.76,,21.11,,Thiemens et al. (2014) JGR Atmos.,
